id,gene_id,gene_name,KO
117_2,K11418,histone deacetylase 11 [EC:3.5.1.98],K11418
117_20,K07697,"two-component system, sporulation sensor kinase B [EC:2.7.13.3]",K07697
117_21,K06889,uncharacterized protein,K06889
117_22,K00461,arachidonate 5-lipoxygenase [EC:1.13.11.34],K00461
117_3,K03629,DNA replication and repair protein RecF,K03629
117_4,K04773,protease IV [EC:3.4.21.-],K04773
117_5,117_5,,none
117_6,K11444,"two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]",K11444
117_7,117_7,,none
117_8,117_8,,none
117_9,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
118_1,K03749,DedD protein,K03749
119_1,K02316,DNA primase [EC:2.7.7.101],K02316
119_2,119_2,,none
12_1,K07220,uncharacterized protein,K07220
12_10,K15226,arogenate dehydrogenase (NADP+) [EC:1.3.1.78],K15226
12_100,RCJ27979.1,hypothetical protein A6770_24860,none
12_101,K21903,"ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor",K21903
12_102,K03711,"Fur family transcriptional regulator, ferric uptake regulator",K03711
12_103,12_103,,none
12_104,K15938,glycosyltransferase,K15938
12_105,K01582,lysine decarboxylase [EC:4.1.1.18],K01582
12_106,K02483,"two-component system, OmpR family, response regulator",K02483
12_107,K04773,protease IV [EC:3.4.21.-],K04773
12_108,K06208,chorismate mutase [EC:5.4.99.5],K06208
12_109,K03496,chromosome partitioning protein,K03496
12_11,12_11,,none
12_110,K03789,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],K03789
12_111,K09775,uncharacterized protein,K09775
12_112,K13789,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",K13789
12_113,12_113,,none
12_114,K22545,fatty-acid O-methyltransferase [EC:2.1.1.15],K22545
12_115,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
12_116,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
12_117,12_117,,none
12_118,K23222,nuclease HARBI1 [EC:3.1.-.-],K23222
12_119,K09510,DnaJ homolog subfamily B member 4,K09510
12_12,K06915,uncharacterized protein,K06915
12_13,K00859,dephospho-CoA kinase [EC:2.7.1.24],K00859
12_14,K08744,cardiolipin synthase (CMP-forming) [EC:2.7.8.41],K08744
12_15,K09835,prolycopene isomerase [EC:5.2.1.13],K09835
12_16,K07636,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",K07636
12_17,K03688,ubiquinone biosynthesis protein,K03688
12_18,K03453,"bile acid:Na+ symporter, BASS family",K03453
12_19,K02619,4-amino-4-deoxychorismate lyase [EC:4.1.3.38],K02619
12_2,12_2,,none
12_20,K07496,putative transposase,K07496
12_21,K22221,HEAT repeat-containing taxis protein,K22221
12_22,12_22,,none
12_23,12_23,,none
12_24,K12992,rhamnosyltransferase [EC:2.4.1.-],K12992
12_25,K07494,putative transposase,K07494
12_26,K07499,putative transposase,K07499
12_27,12_27,,none
12_28,WP_015164733.1,hypothetical protein,none
12_29,K03606,putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase,K03606
12_3,K14806,ATP-dependent RNA helicase DDX31/DBP7 [EC:3.6.4.13],K14806
12_30,K13001,mannosyltransferase [EC:2.4.1.-],K13001
12_31,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],K00059
12_32,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],K00058
12_33,K00983,N-acylneuraminate cytidylyltransferase [EC:2.7.7.43],K00983
12_34,K13002,glycosyltransferase [EC:2.4.1.-],K13002
12_35,K02705,photosystem II CP43 chlorophyll apoprotein,K02705
12_36,K02706,photosystem II P680 reaction center D2 protein [EC:1.10.3.9],K02706
12_37,K15445,tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221],K15445
12_38,K01423,beta-barrel assembly-enhancing protease [EC:3.4.-.-],K01423
12_39,12_39,,none
12_4,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
12_40,K16052,MscS family membrane protein,K16052
12_41,K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],K00275
12_42,12_42,,none
12_43,K03060,DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],K03060
12_44,K13290,serine---pyruvate transaminase [EC:2.6.1.51],K13290
12_45,K00830,alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51],K00830
12_46,K13290,serine---pyruvate transaminase [EC:2.6.1.51],K13290
12_47,K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18],K04097
12_48,K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18],K04097
12_49,K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18],K04097
12_5,K02355,elongation factor G,K02355
12_50,12_50,,none
12_51,12_51,,none
12_52,K09534,DnaJ homolog subfamily C member 14,K09534
12_53,K11209,GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-],K11209
12_54,12_54,,none
12_55,12_55,,none
12_56,K21903,"ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor",K21903
12_57,K15352,secreted effector protein PipB2,K15352
12_58,K21099,MARVEL domain-containing protein 3,K21099
12_59,K19059,mercuric ion transport protein,K19059
12_6,12_6,,none
12_60,K09133,uncharacterized protein,K09133
12_61,K03086,RNA polymerase primary sigma factor,K03086
12_62,K19289,peripheral myelin protein 22,K19289
12_63,K03535,"MFS transporter, ACS family, glucarate transporter",K03535
12_64,K20976,histidine phosphotransfer protein HptB,K20976
12_65,12_65,,none
12_66,K03699,putative hemolysin,K03699
12_67,12_67,,none
12_68,12_68,,none
12_69,K03111,single-strand DNA-binding protein,K03111
12_7,K01881,prolyl-tRNA synthetase [EC:6.1.1.15],K01881
12_70,12_70,,none
12_71,K03070,preprotein translocase subunit SecA [EC:7.4.2.8],K03070
12_72,12_72,,none
12_73,K03892,"ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",K03892
12_74,K13051,L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5],K13051
12_75,K08811,testis-specific serine kinase [EC:2.7.11.1],K08811
12_76,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],K01934
12_77,12_77,,none
12_78,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
12_79,WP_103137108.1,YqaE/Pmp3 family membrane protein,none
12_8,K02241,competence protein ComFB,K02241
12_80,K02316,DNA primase [EC:2.7.7.101],K02316
12_81,K00555,tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216],K00555
12_82,K06998,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]",K06998
12_83,K21919,BTB/POZ domain-containing protein KCTD9,K21919
12_84,K07814,putative two-component system response regulator,K07814
12_85,K15270,S-adenosylmethionine uptake transporter,K15270
12_86,K02035,peptide/nickel transport system substrate-binding protein,K02035
12_87,K15837,G-protein signaling modulator 2,K15837
12_88,K03542,photosystem II 22kDa protein,K03542
12_89,K03856,3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],K03856
12_9,NEP43760.1,hypothetical protein F6K35_32860,none
12_90,K09917,uncharacterized protein,K09917
12_91,12_91,,none
12_92,K19092,toxin ParE1/3/4,K19092
12_93,12_93,,none
12_94,K09816,zinc transport system permease protein,K09816
12_95,K09817,zinc transport system ATP-binding protein [EC:7.2.2.-],K09817
12_96,K09815,zinc transport system substrate-binding protein,K09815
12_97,K22879,FAD-dependent urate hydroxylase [EC:1.14.13.113],K22879
12_98,12_98,,none
12_99,K18843,antitoxin HicB,K18843
120_1,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
120_2,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
120_3,K01127,glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50],K01127
121_1,K06449,T-cell surface glycoprotein CD2,K06449
121_10,121_10,,none
121_11,K03733,integrase/recombinase XerC,K03733
121_12,K13655,HTH-type transcriptional regulator / antitoxin MqsA,K13655
121_13,121_13,,none
121_14,K15664,fengycin family lipopeptide synthetase A,K15664
121_15,K03496,chromosome partitioning protein,K03496
121_16,K19026,spatacsin,K19026
121_2,121_2,,none
121_3,K07344,type IV secretion system protein TrbL,K07344
121_4,K03616,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2],K03616
121_5,K12063,conjugal transfer ATP-binding protein TraC,K12063
121_6,K12068,conjugal transfer pilus assembly protein TraL,K12068
121_7,121_7,,none
121_8,WP_017749980.1,bifunctional DNA primase/polymerase,none
121_9,MBF2007769.1,bifunctional DNA primase/polymerase,none
122_1,122_1,,none
122_10,K02668,"two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]",K02668
122_11,K00486,kynurenine 3-monooxygenase [EC:1.14.13.9],K00486
122_12,122_12,,none
122_13,K07778,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]",K07778
122_14,K10914,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",K10914
122_15,K08226,"MFS transporter, BCD family, chlorophyll transporter",K08226
122_16,K21929,uracil-DNA glycosylase [EC:3.2.2.27],K21929
122_17,K09536,DnaJ homolog subfamily C member 16,K09536
122_18,K14330,fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80],K14330
122_19,K07494,putative transposase,K07494
122_2,K03598,sigma-E factor negative regulatory protein RseB,K03598
122_20,K07494,putative transposase,K07494
122_21,K07496,putative transposase,K07496
122_22,K14205,phosphatidylglycerol lysyltransferase [EC:2.3.2.3],K14205
122_23,122_23,,none
122_24,122_24,,none
122_25,K09454,"GA-binding protein transcription factor, beta",K09454
122_26,122_26,,none
122_27,K03703,excinuclease ABC subunit C,K03703
122_3,122_3,,none
122_4,K02113,F-type H+-transporting ATPase subunit delta,K02113
122_5,K07178,RIO kinase 1 [EC:2.7.11.1],K07178
122_6,122_6,,none
122_7,122_7,,none
122_8,122_8,,none
122_9,122_9,,none
123_1,K02385,flagellar protein FlbD,K02385
123_2,K05378,phycoerythrin-associated linker protein,K05378
123_3,K05379,phycoerythrin-associated linker protein,K05379
123_4,K05382,phycoerythrin-associated linker protein,K05382
123_5,K05383,CpeT protein,K05383
123_6,K05381,phycoerythrin-associated linker protein,K05381
124_1,K07075,uncharacterized protein,K07075
124_2,K07075,uncharacterized protein,K07075
124_3,WP_007312694.1,DUF86 domain-containing protein,none
125_1,K12388,sortilin,K12388
126_1,K06889,uncharacterized protein,K06889
126_2,126_2,,none
13_1,K18911,L-histidine Nalpha-methyltransferase [EC:2.1.1.44],K18911
13_10,K00852,ribokinase [EC:2.7.1.15],K00852
13_11,13_11,,none
13_12,K19787,carnosine N-methyltransferase [EC:2.1.1.22],K19787
13_13,13_13,,none
13_14,K11085,"ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]",K11085
13_15,K01772,protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9],K01772
13_16,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family",K03292
13_17,13_17,,none
13_18,K07636,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",K07636
13_19,K09457,7-cyano-7-deazaguanine reductase [EC:1.7.1.13],K09457
13_2,K18912,gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50],K18912
13_20,K02469,DNA gyrase subunit A [EC:5.6.2.2],K02469
13_21,K03595,GTPase,K03595
13_22,K06596,chemosensory pili system protein ChpA (sensor histidine kinase/response regulator),K06596
13_23,K02719,photosystem II PsbU protein,K02719
13_24,K04096,DNA processing protein,K04096
13_25,13_25,,none
13_26,K01669,deoxyribodipyrimidine photo-lyase [EC:4.1.99.3],K01669
13_27,K05793,tellurite resistance protein TerB,K05793
13_28,K16291,"L,D-transpeptidase ErfK/SrfK",K16291
13_29,K07462,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],K07462
13_3,K06946,uncharacterized protein,K06946
13_30,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",K03088
13_31,HAC63968.1,TPA: hypothetical protein DCF68_10625,none
13_32,K06006,periplasmic protein CpxP/Spy,K06006
13_33,K06679,mitotic spindle assembly checkpoint protein MAD1,K06679
13_34,K06147,"ATP-binding cassette, subfamily B, bacterial",K06147
13_35,K05303,O-methyltransferase [EC:2.1.1.-],K05303
13_36,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],K00059
13_37,13_37,,none
13_38,K23222,nuclease HARBI1 [EC:3.1.-.-],K23222
13_39,K06149,universal stress protein A,K06149
13_4,K03671,thioredoxin 1,K03671
13_40,K07496,putative transposase,K07496
13_41,13_41,,none
13_42,K02030,polar amino acid transport system substrate-binding protein,K02030
13_43,K03386,peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15],K03386
13_44,K11005,hemolysin A,K11005
13_45,K07481,"transposase, IS5 family",K07481
13_46,K07481,"transposase, IS5 family",K07481
13_47,K01126,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],K01126
13_48,K03767,peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8],K03767
13_49,K05849,solute carrier family 8 (sodium/calcium exchanger),K05849
13_5,13_5,,none
13_50,13_50,,none
13_51,K10607,tripartite motif-containing protein 32 [EC:2.3.2.27],K10607
13_52,13_52,,none
13_53,K14479,procyclin,K14479
13_6,K06358,phosphatase RapK regulator,K06358
13_7,K11407,histone deacetylase 6 [EC:3.5.1.98],K11407
13_8,K21084,diguanylate cyclase [EC:2.7.7.65],K21084
13_9,K21022,diguanylate cyclase [EC:2.7.7.65],K21022
14_1,K07496,putative transposase,K07496
14_10,14_10,,none
14_100,K16870,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289],K16870
14_101,K08104,[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23],K08104
14_102,K07444,putative N6-adenine-specific DNA methylase [EC:2.1.1.-],K07444
14_103,K14325,RNA-binding protein with serine-rich domain 1,K14325
14_104,K05521,ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24],K05521
14_105,K19003,"1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]",K19003
14_106,K20972,"two-component system, sensor histidine kinase RetS",K20972
14_107,14_107,,none
14_108,K00345,"NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:1.6.5.-]",K00345
14_109,K22871,adenylate dimethylallyltransferase [EC:2.5.1.27],K22871
14_11,K07028,uncharacterized protein,K07028
14_110,K00754,L-malate glycosyltransferase [EC:2.4.1.-],K00754
14_111,K20444,O-antigen biosynthesis protein [EC:2.4.1.-],K20444
14_112,K18814,putative inorganic carbon (hco3(-)) transporter,K18814
14_113,K07494,putative transposase,K07494
14_114,K07494,putative transposase,K07494
14_115,K07499,putative transposase,K07499
14_116,K07499,putative transposase,K07499
14_117,K07495,putative transposase,K07495
14_118,K05846,osmoprotectant transport system permease protein,K05846
14_119,K14445,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",K14445
14_12,K02396,flagellar hook-associated protein 1 FlgK,K02396
14_120,14_120,,none
14_121,K01649,2-isopropylmalate synthase [EC:2.3.3.13],K01649
14_122,K18420,RISC-loading complex subunit TARBP2,K18420
14_123,K01158,deoxyribonuclease II [EC:3.1.22.1],K01158
14_124,K01491,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],K01491
14_125,K15365,RecQ-mediated genome instability protein 2,K15365
14_126,K03574,8-oxo-dGTP diphosphatase [EC:3.6.1.55],K03574
14_127,K08992,lipopolysaccharide assembly protein A,K08992
14_128,K02483,"two-component system, OmpR family, response regulator",K02483
14_129,K00240,"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",K00240
14_13,K19301,aminoglycoside 6'-N-acetyltransferase II [EC:2.3.1.82],K19301
14_130,K07172,antitoxin MazE,K07172
14_131,K07052,uncharacterized protein,K07052
14_132,K07496,putative transposase,K07496
14_133,K07450,putative resolvase,K07450
14_134,14_134,,none
14_135,K07978,GntR family transcriptional regulator,K07978
14_136,K06237,"collagen, type IV, alpha",K06237
14_137,K00812,aspartate aminotransferase [EC:2.6.1.1],K00812
14_138,K21322,butane monooxygenase hypothetical assembly protein,K21322
14_139,K06153,undecaprenyl-diphosphatase [EC:3.6.1.27],K06153
14_14,K18843,antitoxin HicB,K18843
14_140,K08168,"MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",K08168
14_141,14_141,,none
14_142,K02339,DNA polymerase III subunit chi [EC:2.7.7.7],K02339
14_143,14_143,,none
14_144,K13163,male-specific lethal 1,K13163
14_145,14_145,,none
14_146,K02020,molybdate transport system substrate-binding protein,K02020
14_147,K06891,ATP-dependent Clp protease adaptor protein ClpS,K06891
14_148,14_148,,none
14_149,14_149,,none
14_15,K18923,antitoxin StbD,K18923
14_150,PZV25790.1,low-complexity protein,none
14_151,K12511,tight adherence protein C,K12511
14_152,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
14_153,14_153,,none
14_154,K03116,sec-independent protein translocase protein TatA,K03116
14_155,K05371,phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5],K05371
14_156,K17637,exocyst complex component 2,K17637
14_157,K07333,archaeal flagellar protein FlaJ,K07333
14_158,K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],K01953
14_159,K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],K01953
14_16,K07064,uncharacterized protein,K07064
14_160,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],K01586
14_161,K03059,DNA-directed RNA polymerase subunit P [EC:2.7.7.6],K03059
14_162,K07495,putative transposase,K07495
14_163,K07499,putative transposase,K07499
14_164,K07494,putative transposase,K07494
14_165,K10878,meiotic recombination protein SPO11,K10878
14_166,K05285,GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-],K05285
14_167,14_167,,none
14_168,K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],K01953
14_169,K02095,allophycocyanin-B,K02095
14_17,K21495,antitoxin FitA,K21495
14_170,K07263,zinc protease [EC:3.4.24.-],K07263
14_171,K07263,zinc protease [EC:3.4.24.-],K07263
14_172,K06900,uncharacterized protein,K06900
14_173,14_173,,none
14_174,K01342,subtilisin [EC:3.4.21.62],K01342
14_175,K08651,thermitase [EC:3.4.21.66],K08651
14_176,K07499,putative transposase,K07499
