yourlist:M20210906A084FC58F6BBA219896F365D15F2EB441956986	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
WP_002779949.1	I4GY21	I4GY21_MICAE	unreviewed	Uncharacterized protein	MICAE_40019	Microcystis aeruginosa PCC 9806	106	integral component of membrane [GO:0016021]	GO:0016021
WP_015193373.1	K9XSX1	K9XSX1_STAC7	unreviewed	Xenobiotic-transporting ATPase (EC 3.6.3.44)	Sta7437_2156	Stanieria cyanosphaera (strain ATCC 29371 / PCC 7437)	598	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; hydrolase activity [GO:0016787]	GO:0005524; GO:0016021; GO:0016787; GO:0042626
WP_011243641.1	A0A0H3K3A6	A0A0H3K3A6_SYNP6	unreviewed	Putative excinuclease ATPase subunit	syc1329_d	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	457		
WP_011243641.1	Q31RV6	Q31RV6_SYNE7	unreviewed	ATPase	Synpcc7942_0181	Synechococcus elongatus (strain PCC 7942 / FACHB-805) (Anacystis nidulans R2)	457		
WP_007304157.1	G5J0L1	G5J0L1_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_1046	Crocosphaera watsonii WH 0003	72		
WP_007304157.1	Q4C7W4	Q4C7W4_CROWT	unreviewed	Uncharacterized protein	CwatDRAFT_5517	Crocosphaera watsonii WH 8501	72		
WP_007304157.1	T2ILT9	T2ILT9_CROWT	unreviewed	Uncharacterized protein	CWATWH8502_2153	Crocosphaera watsonii WH 8502	72		
WP_007304157.1	T2IV25	T2IV25_CROWT	unreviewed	Uncharacterized protein	CWATWH0005_1052	Crocosphaera watsonii WH 0005	72		
WP_007304157.1	T2J8A4	T2J8A4_CROWT	unreviewed	Histidyl-tRNA synthetase (EC 6.1.1.21)	CWATWH0401_629	Crocosphaera watsonii WH 0401	72	histidine-tRNA ligase activity [GO:0004821]	GO:0004821
WP_007304157.1	T2JK09	T2JK09_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_3194	Crocosphaera watsonii WH 0402	72		
WP_015218887.1	K9Z1S5	K9Z1S5_CYAAP	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk Cyan10605_1030	Cyanobacterium aponinum (strain PCC 10605)	400	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]	GO:0004618; GO:0005524; GO:0005737; GO:0006096
WP_046277981.1	A0A0F5YJ02	A0A0F5YJ02_9CYAN	unreviewed	Uma2 domain-containing protein	WN50_07890	Limnoraphis robusta CS-951	195		
WP_012596908.1	B7K2U9	B7K2U9_RIPO1	unreviewed	Uncharacterized protein	PCC8801_3691	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	137		
WP_045872553.1	A0A0D6KIC8	A0A0D6KIC8_9CYAN	unreviewed	Glutathione reductase (GRase) (EC 1.8.1.7)	FDUTEX481_09933	Tolypothrix sp. PCC 7601	450	flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase activity [GO:0004362]; NADP binding [GO:0050661]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]	GO:0004362; GO:0006749; GO:0045454; GO:0050660; GO:0050661
WP_045872553.1	A0A1Z4MJ92	A0A1Z4MJ92_MICDP	unreviewed	Glutathione reductase (GRase) (EC 1.8.1.7)	NIES3275_55930	Fremyella diplosiphon NIES-3275	450	flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase activity [GO:0004362]; NADP binding [GO:0050661]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]	GO:0004362; GO:0006749; GO:0045454; GO:0050660; GO:0050661
WP_002797087.1	I4HRY5	I4HRY5_MICAE	unreviewed	Uncharacterized protein	MICAH_3230001	Microcystis aeruginosa PCC 9809	439	ATP binding [GO:0005524]; kinase activity [GO:0016301]; carbohydrate metabolic process [GO:0005975]	GO:0005524; GO:0005975; GO:0016301
WP_014275698.1	D4ZTA2	D4ZTA2_ARTPN	unreviewed	Reverse transcriptase homolog	NIES39_H00920	Arthrospira platensis (strain NIES-39 / IAM M-135) (Spirulina platensis)	589	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003676; GO:0003964; GO:0004519
WP_047602069.1	A0A031FM92	A0A031FM92_9PSED	unreviewed	DoxX family protein	BW33_05103	Pseudomonas sp. RIT288	145	integral component of membrane [GO:0016021]	GO:0016021
WP_073601518.1	A0A1U7H872	A0A1U7H872_9CYAN	unreviewed	Nuclease subunit of the excinuclease complex	NIES593_21360	Hydrococcus rivularis NIES-593	179		
WP_015192265.1	K9XSG3	K9XSG3_STAC7	unreviewed	Uncharacterized protein	Sta7437_1012	Stanieria cyanosphaera (strain ATCC 29371 / PCC 7437)	158	integral component of membrane [GO:0016021]	GO:0016021
WP_006624874.1	A0A6H2AFD0	A0A6H2AFD0_LIMFS	unreviewed	DUF4079 domain-containing protein	HFV01_09565	Limnospira fusiformis SAG 85.79	145	integral component of membrane [GO:0016021]	GO:0016021
WP_006624874.1	B5VVP0	B5VVP0_LIMMA	unreviewed	Uncharacterized protein	AmaxDRAFT_0581	Arthrospira maxima CS-328	145	integral component of membrane [GO:0016021]	GO:0016021
WP_006624874.1	H1WDI1	H1WDI1_9CYAN	unreviewed	Uncharacterized protein	ARTHRO_20008	Limnospira indica PCC 8005	145	integral component of membrane [GO:0016021]	GO:0016021
WP_006624874.1	K1X2X3	K1X2X3_ARTPT	unreviewed	Uncharacterized protein	SPLC1_S490350	Arthrospira platensis C1	145	integral component of membrane [GO:0016021]	GO:0016021
WP_008272720.1	A3IHD6	A3IHD6_9CHRO	unreviewed	Uncharacterized protein	CY0110_15522	Crocosphaera chwakensis CCY0110	126		
WP_073547689.1	A0A1U7HZZ7	A0A1U7HZZ7_9CHRO	unreviewed	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	NIES1031_01025	Chroogloeocystis siderophila 5.2 s.c.1	153	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; tRNA methyltransferase activity [GO:0008175]	GO:0003723; GO:0005737; GO:0008175; GO:0008757
WP_017290558.1	A0A1Z4JQD0	A0A1Z4JQD0_LEPBY	unreviewed	Uncharacterized protein	NIES2135_58110	Leptolyngbya boryana NIES-2135	277		
WP_075903534.1	A0A1U7N7N4	A0A1U7N7N4_9CYAN	unreviewed	Uncharacterized protein	BJP37_25965	Moorea bouillonii PNG	143		
WP_006508053.1	L8M8X7	L8M8X7_9CYAN	unreviewed	"Ferredoxin-thioredoxin reductase, catalytic chain (FTR-C) (EC 1.8.7.2) (Ferredoxin-thioredoxin reductase subunit B)"	Xen7305DRAFT_00045670	Xenococcus sp. PCC 7305	119	"4 iron, 4 sulfur cluster binding [GO:0051539]; ferredoxin-thioredoxin reductase activity [GO:0103012]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]"	GO:0016730; GO:0046872; GO:0051539; GO:0103012
WP_015115188.1	K9QIT8	K9QIT8_9NOSO	unreviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC Nos7107_4463	Nostoc sp. PCC 7107	137	"plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"	GO:0005524; GO:0031676; GO:0045261; GO:0046933
WP_073548905.1	A0A1U7HW58	A0A1U7HW58_9CHRO	unreviewed	Formate C-acetyltransferase (EC 2.3.1.54)	NIES1031_07895	Chroogloeocystis siderophila 5.2 s.c.1	741	cytoplasm [GO:0005737]; formate C-acetyltransferase activity [GO:0008861]; carbohydrate metabolic process [GO:0005975]	GO:0005737; GO:0005975; GO:0008861
WP_008297936.1	M7NEB0	M7NEB0_9BACL	unreviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC C772_01024	Bhargavaea cecembensis DSE10	376	magnesium ion binding [GO:0000287]; O-succinylbenzoate synthase activity [GO:0043748]; menaquinone biosynthetic process [GO:0009234]	GO:0000287; GO:0009234; GO:0043748
WP_002792285.1	I4HID0	I4HID0_MICAE	unreviewed	Uncharacterized protein	MICAG_1490003	Microcystis aeruginosa PCC 9808	549	calcium ion binding [GO:0005509]; catalytic activity [GO:0003824]; DNA binding [GO:0003677]; DNA repair [GO:0006281]	GO:0003677; GO:0003824; GO:0005509; GO:0006281
WP_017742124.1	A0A139XGE2	A0A139XGE2_9CYAN	unreviewed	Beta keto-acyl synthase	WA1_00830	Scytonema hofmannii PCC 7110	1937	"transferase activity, transferring acyl groups [GO:0016746]"	GO:0016746
WP_008275326.1	A3IPK8	A3IPK8_9CHRO	unreviewed	Protease HhoB	CY0110_13296	Crocosphaera chwakensis CCY0110	395	serine-type endopeptidase activity [GO:0004252]	GO:0004252
WP_063872883.1	A0A166JH35	A0A166JH35_NODSP	unreviewed	Helicase	A2T98_11465	Nodularia spumigena CENA596	491	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]	GO:0003677; GO:0004386; GO:0005524; GO:0016787
WP_009784839.1	A0YQT8	A0YQT8_LYNSP	unreviewed	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA L8106_28651	Lyngbya sp. (strain PCC 8106) (Lyngbya aestuarii (strain CCY9616))	383	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	GO:0004088; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205
WP_022606917.1	U5D9Y1	U5D9Y1_9CHRO	unreviewed	Uncharacterized protein	KR51_00019610	Rubidibacter lacunae KORDI 51-2	76		
WP_002750095.1	A0A5D5B4N1	A0A5D5B4N1_MICAE	unreviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ FXO09_24155	Microcystis aeruginosa KLA2	291	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]	GO:0004820; GO:0005524; GO:0005737; GO:0006426
WP_002750095.1	I4GG36	I4GG36_MICAE	unreviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ MICAD_2160021	Microcystis aeruginosa PCC 7941	291	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]	GO:0004820; GO:0005524; GO:0005737; GO:0006426
WP_047808781.1	A0A0J1FVA4	A0A0J1FVA4_9FIRM	unreviewed	UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136)	wbpA_1 DEAC_c08470	Desulfosporosinus acididurans	451	"NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; UDP-N-acetylglucosamine 6-dehydrogenase activity [GO:0047004]; polysaccharide biosynthetic process [GO:0000271]"	GO:0000271; GO:0016628; GO:0047004; GO:0051287
WP_015186787.1	K9X8E8	K9X8E8_9CHRO	unreviewed	Methyltransferase type 11	Glo7428_0301	Gloeocapsa sp. PCC 7428	214	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259
WP_009543803.1	B1WRM4	ACP_CROS5	reviewed	Acyl carrier protein (ACP)	acpP cce_4117	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	81	cytoplasm [GO:0005737]; acyl carrier activity [GO:0000036]	GO:0000036; GO:0005737
WP_008277085.1	A3IUM9	A3IUM9_9CHRO	unreviewed	Hybrid sensory kinase	CY0110_25341	Crocosphaera chwakensis CCY0110	377	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155
WP_007311940.1	G5J946	G5J946_CROWT	unreviewed	PINc domain-containing protein (Fragment)	CWATWH0003_3965b4	Crocosphaera watsonii WH 0003	136		
WP_002800061.1	A0A0F6U7M5	A0A0F6U7M5_MICAE	unreviewed	Cupin_2 domain-containing protein	MYAER_4036	Microcystis aeruginosa NIES-2549	152		
WP_002800061.1	A0A139GR37	A0A139GR37_MICA8	unreviewed	Cupin	OA58_03575	Microcystis aeruginosa (strain NIES-88)	152		
WP_002800061.1	A0A2L2XTT2	A0A2L2XTT2_9CHRO	unreviewed	Cupin_2 domain-containing protein	N0824_04043	Microcystis sp. 0824	152		
WP_002800061.1	A0A5A5RU18	A0A5A5RU18_MICAE	unreviewed	Cupin_2 domain-containing protein	MiTs_01613	Microcystis aeruginosa NIES-2521	152		
WP_002800061.1	A0A6H9GFF9	A0A6H9GFF9_MICAE	unreviewed	Cupin domain protein	NIES3787_08240	Microcystis aeruginosa NIES-3787	152		
WP_002800061.1	A0A6H9GKK8	A0A6H9GKK8_MICAE	unreviewed	Cupin domain protein	NIES3804_21270	Microcystis aeruginosa NIES-3804	152		
WP_002800061.1	A0A6H9GSN8	A0A6H9GSN8_MICAE	unreviewed	Cupin domain protein	NIES3806_11840	Microcystis aeruginosa NIES-3806	152		
WP_002800061.1	I4IKP7	I4IKP7_MICAE	unreviewed	Cupin domain protein	MICAK_1110002	Microcystis aeruginosa PCC 9701	152		
WP_063872133.1	A0A166K3T9	A0A166K3T9_NODSP	unreviewed	Bifunctional folylpolyglutamate synthase/dihydrofolate synthase	A2T98_06985	Nodularia spumigena CENA596	426	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	GO:0004326; GO:0005524; GO:0046872
WP_044106889.1	A0A077JGE1	A0A077JGE1_9CYAN	unreviewed	Putative BolA-like protein	ETSB_1325	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	86		
WP_002761995.1	A0A139GSU9	A0A139GSU9_MICA8	unreviewed	Glutaredoxin	OA58_05795	Microcystis aeruginosa (strain NIES-88)	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	A0A1V4BQ88	A0A1V4BQ88_MICAE	unreviewed	Glutaredoxin	B1L04_20930	Microcystis aeruginosa KW	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	A0A2P1UND6	A0A2P1UND6_9CHRO	unreviewed	Glutaredoxin	B5D77_22030	Microcystis sp. MC19	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	A0A3G9JHQ8	A0A3G9JHQ8_MICVR	unreviewed	Glutaredoxin	myaer102_26540	Microcystis viridis NIES-102	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	A0A5A5RGZ3	A0A5A5RGZ3_MICAE	unreviewed	Glutaredoxin	grxD MiTe_01213	Microcystis aeruginosa NIES-2520	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	B0JGE8	B0JGE8_MICAN	unreviewed	Glutaredoxin	MAE_53920	Microcystis aeruginosa (strain NIES-843)	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_002761995.1	I4FT96	I4FT96_MICAE	unreviewed	Glutaredoxin	MICAB_5470014	Microcystis aeruginosa PCC 9717	107	"2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]"	GO:0015035; GO:0046872; GO:0051537
WP_010874129.1	A0A6P1VK23	A0A6P1VK23_9SYNC	unreviewed	DNA-binding response regulator	BWK47_15205	Synechocystis sp. CACIAM 05	250	"DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0000160; GO:0003677; GO:0006355
WP_002777928.1	A0A402DHT1	A0A402DHT1_MICAE	unreviewed	Nuclease SbcCD subunit D	sbcD MiAbB_03649	Microcystis aeruginosa NIES-4285	417	3'-5' exonuclease activity [GO:0008408]; endonuclease activity [GO:0004519]; DNA recombination [GO:0006310]; DNA replication [GO:0006260]	GO:0004519; GO:0006260; GO:0006310; GO:0008408
WP_002777928.1	A0A5D5BLL8	A0A5D5BLL8_MICAE	unreviewed	Nuclease SbcCD subunit D	sbcD FXO09_00130	Microcystis aeruginosa KLA2	417	3'-5' exonuclease activity [GO:0008408]; endonuclease activity [GO:0004519]; DNA recombination [GO:0006310]; DNA replication [GO:0006260]	GO:0004519; GO:0006260; GO:0006310; GO:0008408
WP_002777928.1	I4GJU0	I4GJU0_MICAE	unreviewed	Nuclease SbcCD subunit D	sbcD MICAD_3030007	Microcystis aeruginosa PCC 7941	417	3'-5' exonuclease activity [GO:0008408]; endonuclease activity [GO:0004519]; DNA recombination [GO:0006310]; DNA replication [GO:0006260]	GO:0004519; GO:0006260; GO:0006310; GO:0008408
WP_053455815.1	A0A0M0SSG3	A0A0M0SSG3_9CYAN	unreviewed	YrdC-like domain-containing protein	AMR41_07825	Hapalosiphon sp. MRB220	195	double-stranded RNA binding [GO:0003725]	GO:0003725
WP_008274795.1	A3IN32	A3IN32_9CHRO	unreviewed	PolyA polymerase	CY0110_00085	Crocosphaera chwakensis CCY0110	905	nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	GO:0003723; GO:0006396; GO:0016779
WP_066116936.1	A0A0D6ANG1	A0A0D6ANG1_9CHRO	unreviewed	Uncharacterized protein	GM3709_1096	Geminocystis sp. NIES-3709	256		
WP_027844020.1	A0A0V7ZCD0	A0A0V7ZCD0_9CYAN	unreviewed	Uncharacterized protein	BC008_37530	Mastigocoleus testarum BC008	116		
WP_030006276.1	A0A1B1TXG7	A0A1B1TXG7_9SYNE	unreviewed	Uncharacterized protein	AWQ22_06030	Synechococcus sp. PCC 7117	112	"regulation of transcription, DNA-templated [GO:0006355]"	GO:0006355
WP_030006276.1	A0A4P8X0M7	A0A4P8X0M7_9SYNE	unreviewed	Uncharacterized protein	FEK30_10020	Synechococcus sp. PCC 11901	112	"regulation of transcription, DNA-templated [GO:0006355]"	GO:0006355
WP_013324121.1	E0U7W8	E0U7W8_GLOV7	unreviewed	"Dihydroorotase, multifunctional complex type (EC 3.5.2.5)"	Cyan7822_4137	Gloeothece verrucosa (strain PCC 7822) (Cyanothece sp. (strain PCC 7822))	439	allantoinase activity [GO:0004038]; metal ion binding [GO:0046872]	GO:0004038; GO:0046872
WP_066116068.1	A0A0D6ALW7	A0A0D6ALW7_9CHRO	unreviewed	Photosystem I reaction center subunit IV	psaE GM3709_581	Geminocystis sp. NIES-3709	75	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	GO:0009538; GO:0015979; GO:0031676
WP_012410584.1	B2J8X9	B2J8X9_NOSP7	unreviewed	Uncharacterized protein	Npun_F4242	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	233		
WP_002790596.1	I4HE92	I4HE92_MICAE	unreviewed	Similar to Q4BWU7_CROWT Glycosyl transferase	MICAF_6930001	Microcystis aeruginosa PCC 9807	395	integral component of membrane [GO:0016021]; transferase activity [GO:0016740]	GO:0016021; GO:0016740
WP_004160611.1	I4GTN9	I4GTN9_MICAE	unreviewed	Thioredoxin domain-containing protein	MICAE_1700019	Microcystis aeruginosa PCC 9806	193	antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]	GO:0016209; GO:0016491
WP_073633340.1	A0A1Z4IWZ6	A0A1Z4IWZ6_9CYAN	unreviewed	Beta-lactamase domain-containing protein	SAMD00079811_41370	Scytonema sp. HK-05	556		
WP_024544643.1	A0A1Q2TWZ9	A0A1Q2TWZ9_9SYNE	unreviewed	Ribosomal silencing factor RsfS	rsfS NIES970_11770	Synechococcus sp. NIES-970	127	cytoplasm [GO:0005737]; mature ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]	GO:0005737; GO:0017148; GO:0042256; GO:0090071
WP_028946420.1	A0A068MTC1	A0A068MTC1_SYNY4	unreviewed	Putative Co/Zn/Cd efflux system membrane fusion protein	D082_07820	Synechocystis sp. (strain PCC 6714) (Aphanocapsa sp. (strain PCC 6714))	514	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857
WP_071102500.1	A0A1D9FUM7	A0A1D9FUM7_9CYAN	unreviewed	D-alanyl-D-alanine carboxypeptidase	BJP36_02715	Moorea producens JHB	528	serine-type carboxypeptidase activity [GO:0004185]	GO:0004185
WP_007312219.1	G5JA39	G5JA39_CROWT	unreviewed	Virulence-associated protein I	CWATWH0003_4302	Crocosphaera watsonii WH 0003	98	DNA binding [GO:0003677]	GO:0003677
WP_007312219.1	T2IQI4	T2IQI4_CROWT	unreviewed	HigA protein (Antitoxin to HigB)	CWATWH0005_1699	Crocosphaera watsonii WH 0005	98	DNA binding [GO:0003677]	GO:0003677
WP_007312219.1	T2K0X0	T2K0X0_CROWT	unreviewed	HigA protein (Antitoxin to HigB)	CWATWH0402_2295	Crocosphaera watsonii WH 0402	98	DNA binding [GO:0003677]	GO:0003677
WP_008199263.1	I4IB27	I4IB27_9CHRO	unreviewed	ATPase_AAA_core domain-containing protein	MICAI_1980020	Microcystis sp. T1-4	494	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887
