"","id","description","length","eValue","bitscore","simMean","GO_IDs","GO_terms","gene_id","gene_name","KO"
"104","3_99","NHC35669.1",263,4.71e-101,300,74.9,"GO:0005515","protein binding","K10301","F-box protein 21","K10301"
"105","3_100","MBE9041802.1",187,7.05e-37,131,63.1,"GO:0035556","intracellular signal transduction","K20402","DEP domain-containing mTOR-interacting protein","K20402"
"106","3_102","WP_144874742.1",199,9.96e-77,234,78.39,"GO:0006233;GO:0004798;GO:0005524","dTDP biosynthetic process; thymidylate kinase activity; ATP binding","K00943","dTMP kinase [EC:2.7.4.9]","K00943"
"107","3_105","WP_149413916.1",129,2.04e-33,120,66.67,"GO:0008080","N-acetyltransferase activity","K03827","putative acetyltransferase [EC:2.3.1.-]","K03827"
"108","3_106","WP_019509170.1",378,6.47e-193,542,88.1,"GO:0006457;GO:0009408;GO:0005524;GO:0031072;GO:0051082","protein folding; response to heat; ATP binding; heat shock protein binding; unfolded protein binding","K03686","molecular chaperone DnaJ","K03686"
"109","3_107","WP_042153536.1",75,3.32e-34,117,80,"GO:0016740","transferase activity","K00392","sulfite reductase (ferredoxin) [EC:1.8.7.1]","K00392"
"110","3_108","WP_190494213.1",290,8.72e-109,322,79.31,"GO:0016020","membrane","K03453","bile acid:Na+ symporter, BASS family","K03453"
"111","3_114","WP_079206380.1",822,0,1187,85.64,"GO:0006281;GO:0006310;GO:0003676;GO:0003678;GO:0005524","DNA repair; DNA recombination; nucleic acid binding; DNA helicase activity; ATP binding","K03655","ATP-dependent DNA helicase RecG [EC:3.6.4.12]","K03655"
"112","3_122","WP_002787481.1",409,1.23e-158,459,71.88,"GO:0006508;GO:0004185","proteolysis; serine-type carboxypeptidase activity;serine-type carboxypeptidase activity","K07259","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]","K07259"
"113","3_124","PZV26097.1",329,4.5e-167,473,85.11,"GO:0016310;GO:0016301;GO:0016773","phosphorylation; kinase activity; phosphotransferase activity, alcohol group as acceptor;kinase activity;phosphotransferase activity, alcohol group as acceptor","K00852","ribokinase [EC:2.7.1.15]","K00852"
"114","3_125","WP_193876582.1",227,1.02e-79,243,70.48,"GO:0006355;GO:0003677","regulation of transcription, DNA-templated; DNA binding","K10914","CRP/FNR family transcriptional regulator, cyclic AMP receptor protein","K10914"
"115","3_126","WP_089128967.1",580,2.33e-280,781,79.66,"GO:0005515","protein binding","K04771","serine protease Do [EC:3.4.21.107]","K04771"
"116","3_127","TVP65797.1",303,2.63e-170,479,89.77,"GO:0009097;GO:0009098;GO:0009099;GO:0050048;GO:0052654;GO:0052655;GO:0052656;GO:0009081;GO:0003824;GO:0004084","isoleucine biosynthetic process; leucine biosynthetic process; valine biosynthetic process; L-leucine:2-oxoglutarate aminotransferase activity; L-leucine transaminase activity; L-valine transaminase activity; L-isoleucine transaminase activity;branched-chain amino acid metabolic process; catalytic activity; branched-chain-amino-acid transaminase activity;L-isoleucine transaminase activity;L-leucine transaminase activity;L-leucine:2-oxoglutarate aminotransferase activity;L-valine transaminase activity;leucine biosynthetic process;valine biosynthetic process","K00826","branched-chain amino acid aminotransferase [EC:2.6.1.42]","K00826"
"117","3_131","TVQ19802.1",474,1.6e-295,810,89.24,"GO:0006542;GO:0004356;GO:0006807;GO:0003824","glutamine biosynthetic process; glutamate-ammonia ligase activity; nitrogen compound metabolic process; catalytic activity;glutamate-ammonia ligase activity","K20712","3-(hydroxyamino)phenol mutase [EC:5.4.4.3]","K20712"
"118","3_135","WP_044107167.1",565,1.71e-291,810,87.08,"GO:0008658;GO:0016021","penicillin binding; integral component of membrane;integral component of membrane","K03587","cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]","K03587"
"119","3_136","WP_026086539.1",157,1.58e-22,94.4,58.6,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","K06504","CD72 antigen","K06504"
"120","3_138","NEP56826.1",500,3.53e-279,770,83,"GO:0005975;GO:0003824","carbohydrate metabolic process; catalytic activity","K22451","4-alpha-glucanotransferase [EC:2.4.1.25]","K22451"
"121","3_139","WP_147069832.1",602,0,962,87.71,"GO:0016627;GO:0050660","oxidoreductase activity, acting on the CH-CH group of donors; flavin adenine dinucleotide binding","K18244","acyl-CoA dehydrogenase [EC:1.3.99.-]","K18244"
"122","3_140","TRU25238.1",114,8.58e-39,132,73.68,"GO:0031177","phosphopantetheine binding","K13614","polyketide synthase PksN","K13614"
"123","3_141","WP_046663176.1",486,7.13e-254,705,82.51,"GO:0042121;GO:0016746;GO:0005886;GO:0016021","alginic acid biosynthetic process; acyltransferase activity; plasma membrane; integral component of membrane;integral component of membrane;plasma membrane;transferase activity, transferring acyl groups","K19294","alginate O-acetyltransferase complex protein AlgI","K19294"
"124","3_142","NCR81081.1",392,4.96e-153,444,73.98,"GO:0016491","oxidoreductase activity","K17872","demethylphylloquinone reductase [EC:1.6.5.12]","K17872"
"125","3_148","MBM5815987.1",454,4.95e-157,466,69.82,"GO:0003677;GO:0003678;GO:0005524","DNA binding; DNA helicase activity; ATP binding","K03657","DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]","K03657"
"126","3_150","CUP77519.1",176,1.63e-58,193,72.73,"GO:0032508;GO:0000166;GO:0003677;GO:0003678;GO:0004386;GO:0005524;GO:0140603","DNA duplex unwinding; nucleotide binding; DNA binding; DNA helicase activity; helicase activity; ATP binding; obsolete ATP hydrolysis activity;ATP binding;DNA binding;DNA helicase activity","K19781","ATP-dependent DNA helicase HMI1, mitochondrial [EC:3.6.4.12]","K19781"
"127","3_153","WP_179074397.1",371,8.77e-186,526,79.25,"GO:0008168","methyltransferase activity","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","K00558"
"128","3_155","MBQ7955537.1",63,1.38e-15,69.7,74.6,"GO:0003677","DNA binding","K19449","XRE family transcriptional regulator, master regulator for biofilm formation","K19449"
"129","3_156","WP_089127251.1",513,5.46e-285,786,87.52,"GO:0005524","ATP binding","K07391","magnesium chelatase family protein","K07391"
"130","3_158","WP_015137883.1",444,6.4e-183,522,72.52,"GO:0006508;GO:0008237","proteolysis; metallopeptidase activity;metallopeptidase activity","K03592","PmbA protein","K03592"
"131","3_160","WP_211585230.1",100,5.56e-08,55.8,54,"GO:0006508;GO:0004190","proteolysis; aspartic-type endopeptidase activity","K06985","aspartyl protease family protein","K06985"
"132","3_162","MBW4616855.1",613,1.49e-137,429,59.87,"GO:0005515;GO:0043531","protein binding; ADP binding","K16247","LuxR family transcriptional regulator, glucitol operon activator","K16247"
"133","3_164","NEP35523.1",315,5.05e-176,494,86.03,"GO:0042779;GO:0016891","tRNA 3'-trailer cleavage; endoribonuclease activity, producing 5'-phosphomonoesters","K00784","ribonuclease Z [EC:3.1.26.11]","K00784"
"134","3_165","HIK30022.1",523,0,872,93.12,"GO:0009098;GO:0003852;GO:0003824","leucine biosynthetic process; 2-isopropylmalate synthase activity; catalytic activity","K01649","2-isopropylmalate synthase [EC:2.3.3.13]","K01649"
"135","3_167","NEO28852.1",331,2.94e-173,492,83.08,"GO:0009307;GO:0090116;GO:0003886;GO:0008168","DNA restriction-modification system; C-5 methylation of cytosine; DNA (cytosine-5-)-methyltransferase activity;methyltransferase activity;DNA (cytosine-5-)-methyltransferase activity","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]","K00558"
"136","3_168","TVQ41827.1",163,1.44e-21,90.5,53.37,"GO:0006935;GO:0007165","chemotaxis; signal transduction;signal transduction","K03408","purine-binding chemotaxis protein CheW","K03408"
"137","3_169","WP_096680803.1",905,4.35e-258,750,65.52,"GO:0000160;GO:0006935;GO:0016310;GO:0000155;GO:0005737;GO:0007165;GO:0004673;GO:0016772","phosphorelay signal transduction system; chemotaxis; phosphorylation; phosphorelay sensor kinase activity; cytoplasm; signal transduction; protein histidine kinase activity; transferase activity, transferring phosphorus-containing groups","K06596","chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)","K06596"
"138","3_170","BBH38472.1",144,9.36e-52,176,79.86,"GO:0006313;GO:0003677;GO:0004803","transposition, DNA-mediated; DNA binding; transposase activity;DNA binding;transposase activity","BBH38472.1","transposase","none"
"139","3_173","EAM51338.1",91,1.88e-52,167,98.9,"GO:0006313;GO:0003677;GO:0004803","transposition, DNA-mediated; DNA binding; transposase activity;DNA binding;transposase activity","EAM51338.1","similar to Transposase","none"
"140","3_174","WP_106369804.1",78,3.23e-20,89.4,76.92,"GO:0000160","phosphorelay signal transduction system","K11526","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","K11526"
"141","3_175","WP_190565288.1",370,3.53e-76,256,75.41,"GO:0007165;GO:0016021;GO:0016020","signal transduction; integral component of membrane; membrane","K02660","twitching motility protein PilJ","K02660"
"142","3_176","WP_002795280.1",174,1.61e-57,187,75.29,"GO:0046872","metal ion binding","K23222","nuclease HARBI1 [EC:3.1.-.-]","K23222"
"143","3_177","HAJ59634.1",322,8.43e-48,181,56.83,"GO:0006935;GO:0007165;GO:0018298;GO:0004888;GO:0005886;GO:0016020;GO:0016021","chemotaxis; signal transduction; protein-chromophore linkage; transmembrane signaling receptor activity; plasma membrane; membrane; integral component of membrane;integral component of membrane;plasma membrane;transmembrane signaling receptor activity;protein-chromophore linkage;signal transduction","K07718","two-component system, sensor histidine kinase YesM [EC:2.7.13.3]","K07718"
"144","3_178","OBQ03738.1",142,1.51e-32,118,63.38,"GO:0006935;GO:0007165","chemotaxis; signal transduction;signal transduction","K02659","twitching motility protein PilI","K02659"
"145","3_179","MBF2000175.1",118,4.76e-49,157,78.81,"GO:0000160","phosphorelay signal transduction system","K02658","twitching motility two-component system response regulator PilH","K02658"
"146","3_180","WP_017656131.1",458,2.96e-105,324,59.17,"GO:0000160","phosphorelay signal transduction system","K02657","twitching motility two-component system response regulator PilG","K02657"
"147","3_182","WP_107670598.1",281,4.74e-159,448,92.53,"GO:0000160","phosphorelay signal transduction system","K11526","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","K11526"
"148","3_183","NES81836.1",280,1.19e-125,365,77.5,"GO:0003824","catalytic activity","K01563","haloalkane dehalogenase [EC:3.8.1.5]","K01563"
"149","3_184","MBT66795.1",219,1.34e-96,286,79.91,"GO:0009924;GO:0046914;GO:1990465;GO:0071771","octadecanal decarbonylase activity; transition metal ion binding; aldehyde oxygenase (deformylating) activity;aldehyde decarbonylase activity;aldehyde oxygenase (deformylating) activity;transition metal ion binding","K14331","fatty aldehyde decarbonylase [EC:4.1.99.5]","K14331"
"150","3_190","WP_016949803.1",379,8.01e-62,223,55.67,"GO:0015074;GO:0003676","DNA integration; nucleic acid binding","K07497","putative transposase","K07497"
"151","3_198","KHD10203.1",90,2.54e-26,98.2,70,"GO:0003677","DNA binding","K03530","DNA-binding protein HU-beta","K03530"
"152","3_201","NMB65622.1",88,2.31e-12,62.8,56.82,"GO:0003676;GO:0004518","nucleic acid binding; nuclease activity","K03552","holliday junction resolvase Hjr [EC:3.1.22.4]","K03552"
"153","3_234","WP_153928338.1",73,5.44e-07,50.4,54.79,"GO:0003676;GO:0004519","nucleic acid binding; endonuclease activity","K09952","CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]","K09952"
"154","3_240","WP_040007841.1",551,1.67e-149,445,64.61,"GO:0006313;GO:0003677;GO:0004803","transposition, DNA-mediated; DNA binding; transposase activity","K09454","GA-binding protein transcription factor, beta","K09454"
"155","3_252","RNJ69194.1",139,9.04e-48,167,74.1,"GO:0009253;GO:0016998;GO:0019835;GO:0003796;GO:0030430;GO:0042742","peptidoglycan catabolic process; cell wall macromolecule catabolic process; cytolysis; lysozyme activity;host cell cytoplasm;lysozyme activity;cell wall macromolecule catabolic process;cytolysis;defense response to bacterium","K01185","lysozyme [EC:3.2.1.17]","K01185"
"156","3_264","WP_202803672.1",545,2.78e-278,776,81.65,"GO:0055085;GO:0043190","transmembrane transport; ATP-binding cassette (ABC) transporter complex","K02035","peptide/nickel transport system substrate-binding protein","K02035"
"157","3_265","WP_073635391.1",341,1.24e-179,505,85.92,"GO:0055085;GO:0005886;GO:0016021;GO:0016020","transmembrane transport; plasma membrane; integral component of membrane; membrane;integral component of membrane;plasma membrane","K02033","peptide/nickel transport system permease protein","K02033"
"158","3_268","CCQ69314.1",160,1.43e-121,345,100,"GO:0006313;GO:0003677;GO:0004803","transposition, DNA-mediated; DNA binding; transposase activity;DNA binding;transposase activity","K07491","putative transposase","K07491"
"159","3_270","WP_028082468.1",270,3.64e-79,250,67.41,"GO:0006468;GO:0004713;GO:0005524;GO:0004672","protein phosphorylation; protein tyrosine kinase activity; ATP binding; protein kinase activity","K08884","serine/threonine protein kinase, bacterial [EC:2.7.11.1]","K08884"
"160","3_271","WP_002779949.1",61,2.09e-24,94,88.52,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","K08757","apolipoprotein A-I","K08757"
"161","3_279","NEP51981.1",486,5.52e-272,751,86.83,"GO:0006412;GO:0005524;GO:0016740;GO:0050567;GO:0030956;GO:0003824;GO:0016787","translation; ATP binding; transferase activity; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity; glutamyl-tRNA(Gln) amidotransferase complex; catalytic activity;glutamyl-tRNA(Gln) amidotransferase complex;ATP binding;glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity;hydrolase activity;transferase activity","K02433","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]","K02433"
"162","3_288","WP_015193373.1",587,1.13e-305,874,87.22,"GO:0055085;GO:0005524;GO:0016787;GO:0140359;GO:0016021;GO:0042626","transmembrane transport; ATP binding; hydrolase activity; ABC-type transporter activity; integral component of membrane;integral component of membrane;ATP binding;ATPase-coupled transmembrane transporter activity;hydrolase activity","K06147","ATP-binding cassette, subfamily B, bacterial","K06147"
"163","3_295","WP_088247455.1",339,6.16e-147,422,75.52,"GO:0005524;GO:0016887","ATP binding; ATP hydrolysis activity","K03924","MoxR-like ATPase [EC:3.6.3.-]","K03924"
"164","3_296","WP_103113012.1",360,4.83e-259,707,98.06,"GO:0009772;GO:0045156;GO:0019684;GO:0009055","photosynthetic electron transport in photosystem II; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity; photosynthesis, light reaction; electron transfer activity","K02703","photosystem II P680 reaction center D1 protein [EC:1.10.3.9]","K02703"
"165","3_297","TRU99083.1",103,6.44e-11,59.3,71.84,"GO:0016020;GO:0016021","membrane;integral component of membrane","K10080","lectin, mannose-binding 1","K10080"
"166","3_298","NEP02072.1",154,2.5e-34,134,62.99,"GO:0005515","protein binding","K15837","G-protein signaling modulator 2","K15837"
