	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	3_48	WP_096385240.1	1167	1	4.94E-167	76.76	3	P:GO:0006508; F:GO:0004252; F:GO:0005515	P:proteolysis; F:serine-type endopeptidase activity; F:protein binding			IPR001940 (PRINTS); IPR001478 (SMART); IPR001478 (PFAM); G3DSA:2.40.10.120 (GENE3D); IPR036034 (G3DSA:2.30.42.GENE3D); PF13365 (PFAM); PTHR22939 (PANTHER); IPR001478 (PROSITE_PROFILES); cd00987 (CDD); IPR009003 (SUPERFAMILY); IPR036034 (SUPERFAMILY)	P:GO:0006508; F:GO:0004252; F:GO:0005515	P:proteolysis; F:serine-type endopeptidase activity; F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	3_49	NJO41745.1	1365	1	1.86E-169	79.13	4	P:GO:0055085; F:GO:0015297; F:GO:0042910; C:GO:0016020	P:transmembrane transport; F:antiporter activity; F:xenobiotic transmembrane transporter activity; C:membrane			IPR002528 (PFAM); IPR002528 (TIGRFAM); PTHR42893:SF38 (PANTHER); IPR044644 (PANTHER); IPR044644 (CDD)	P:GO:0055085; F:GO:0015297; F:GO:0042910; C:GO:0016020	P:transmembrane transport; F:antiporter activity; F:xenobiotic transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED]	3_50	WP_002735883.1	384	1	1.19E-56	78.74						IPR025595 (PFAM); IPR017260 (PIRSF)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	3_51	WP_190804514.1	279	1	1.84E-13	56.79						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	3_52	MBC6476713.1	348	1	2.63E-55	88.29	1	C:GO:0031469	C:polyhedral organelle			IPR000249 (SMART); IPR037233 (G3DSA:3.30.70.GENE3D); IPR000249 (PFAM); PTHR33941 (PANTHER); PTHR33941:SF13 (PANTHER); IPR044872 (PROSITE_PROFILES); cd07057 (CDD); IPR037233 (SUPERFAMILY)	C:GO:0031469	C:polyhedral organelle
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_53	WP_024546208.1	312	1	5.12E-42	85.15	1	C:GO:0031469	C:polyhedral organelle			IPR000249 (SMART); IPR000249 (PFAM); IPR037233 (G3DSA:3.30.70.GENE3D); PTHR33941 (PANTHER); PTHR33941:SF13 (PANTHER); IPR044872 (PROSITE_PROFILES); cd07057 (CDD); IPR037233 (SUPERFAMILY)	C:GO:0031469	C:polyhedral organelle
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_54	NES65344.1	606	1	1.45E-88	82.59	4	P:GO:0006310; P:GO:0006355; F:GO:0000150; F:GO:0003677	P:DNA recombination; P:regulation of transcription, DNA-templated; F:DNA strand exchange activity; F:DNA binding			IPR006119 (SMART); IPR000551 (SMART); IPR036162 (G3DSA:3.40.50.GENE3D); G3DSA:1.10.1660.10 (GENE3D); G3DSA:1.10.287.2170 (GENE3D); IPR006119 (PFAM); IPR000551 (PFAM); PTHR36172 (PANTHER); IPR000551 (PROSITE_PROFILES); IPR006119 (PROSITE_PROFILES); cd04762 (CDD); IPR041718 (CDD); IPR009061 (SUPERFAMILY); IPR036162 (SUPERFAMILY)	P:GO:0006310; P:GO:0006355; F:GO:0000150; F:GO:0003677	P:DNA recombination; P:regulation of transcription, DNA-templated; F:DNA strand exchange activity; F:DNA binding
true	[INTERPRO, BLASTED]	3_55	WP_102205628.1	987	1	1.9E-108	69.52						IPR005532 (PFAM); IPR042095 (G3DSA:3.90.1580.GENE3D); PTHR23150 (PANTHER); PTHR23150:SF31 (PANTHER); IPR016187 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_56	WP_110545011.1	1380	1	5.44E-133	72.2	4	P:GO:0006812; P:GO:0055085; F:GO:0015299; C:GO:0016021	P:cation transport; P:transmembrane transport; F:solute:proton antiporter activity; C:integral component of membrane			IPR038770 (G3DSA:1.20.1530.GENE3D); IPR006153 (PFAM); PTHR43562 (PANTHER)	P:GO:0006812; P:GO:0055085; F:GO:0015299; C:GO:0016021	P:cation transport; P:transmembrane transport; F:solute:proton antiporter activity; C:integral component of membrane
true	[INTERPRO, BLASTED]	3_57	EAM49286.1	573	1	4.59E-98	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	3_58	NQE38000.1	1578	1	5.39E-49	63.85	3	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane			IPR002126 (SMART); IPR001343 (PFAM); IPR011049 (G3DSA:2.150.10.GENE3D); IPR002126 (PROSITE_PROFILES); cd11304 (CDD); IPR015919 (SUPERFAMILY); IPR011049 (SUPERFAMILY)	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane
true	[INTERPRO, BLASTED]	3_59	CDN12713.1	258	1	2.95E-17	71.88						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	3_60	EAM48959.1	660	1	2.7E-75	86.11						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO]	3_61		135									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_62	WP_013316871.1	150	1	5.27E-18	91.49	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			IPR000473 (TIGRFAM); IPR000473 (PFAM); PTHR47781 (PANTHER); IPR000473 (HAMAP); IPR035977 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED]	3_63	EHJ11146.1	459	1	1.62E-112	100.0						IPR037238 (G3DSA:1.10.357.GENE3D); IPR012816 (PFAM); IPR012816 (TIGRFAM); IPR012816 (CDD); IPR037238 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_64	WP_045360393.1	1776	1	1.12E-254	80.62	3	P:GO:0006281; P:GO:0006310; F:GO:0005524	P:DNA repair; P:DNA recombination; F:ATP binding			IPR027417 (G3DSA:3.40.50.GENE3D); IPR004604 (TIGRFAM); IPR004604 (PIRSF); IPR003395 (PFAM); IPR004604 (PANTHER); cd03241 (CDD); cd03241 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0006281; P:GO:0006310; F:GO:0005524	P:DNA repair; P:DNA recombination; F:ATP binding
true	[INTERPRO, BLASTED]	3_65	WP_190701015.1	405	1	9.0E-26	79.17						PTHR47152:SF1 (PANTHER); PTHR47152 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_66	WP_002771528.1	1011	1	1.87E-140	78.53	3	P:GO:0016114; F:GO:0005524; F:GO:0050515	P:terpenoid biosynthetic process; F:ATP binding; F:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity			IPR036554 (G3DSA:3.30.70.GENE3D); IPR004424 (PIRSF); IPR014721 (G3DSA:3.30.230.GENE3D); IPR006204 (PFAM); IPR013750 (PFAM); IPR004424 (TIGRFAM); IPR004424 (PTHR43527:PANTHER); PTHR43527 (PANTHER); IPR004424 (HAMAP); IPR020568 (SUPERFAMILY); IPR036554 (SUPERFAMILY)	P:GO:0016114; F:GO:0005524; F:GO:0050515	P:terpenoid biosynthetic process; F:ATP binding; F:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
true	[INTERPRO, BLASTED, ANNOTATED]	3_67	PIG91402.1	1269	1	9.36E-10	60.81	1	F:GO:0005515	F:protein binding			IPR002110 (PRINTS); IPR002110 (SMART); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); PF13637 (PFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR002110 (PFAM); IPR020683 (PFAM); PTHR24134 (PANTHER); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR036770 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	3_68	BAZ29835.1	204	1	2.52E-23	79.1						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_69	NER07628.1	1260	1	1.53E-173	83.25	2	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding			IPR003008 (PRINTS); IPR018316 (SMART); IPR003008 (SMART); IPR036525 (G3DSA:3.40.50.GENE3D); IPR003008 (PFAM); IPR000158 (TIGRFAM); IPR037103 (G3DSA:3.30.1330.GENE3D); IPR024757 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR30314:SF23 (PANTHER); IPR045061 (PANTHER); IPR000158 (HAMAP); IPR000158 (CDD); IPR008280 (SUPERFAMILY); IPR036525 (SUPERFAMILY)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, ANNOTATED]	3_70	WP_090620159.1	525	1	8.87E-79	82.56	1	F:GO:0010181	F:FMN binding			IPR001094 (PRINTS); IPR008254 (PFAM); IPR010086 (PIRSF); IPR010086 (TIGRFAM); IPR029039 (G3DSA:3.40.50.GENE3D); PTHR42809 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY)	F:GO:0010181	F:FMN binding
true	[INTERPRO, BLASTED]	3_71	RLT91718.1	660	1	3.27E-34	63.74						IPR002838 (PFAM); IPR002838 (TIGRFAM); IPR036983 (G3DSA:3.60.160.GENE3D); PTHR31801 (PANTHER); PTHR31801:SF0 (PANTHER); IPR016031 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_72	NET64143.1	1161	1	7.33E-111	62.18	2	P:GO:0009072; F:GO:0003868	P:aromatic amino acid family metabolic process; F:4-hydroxyphenylpyruvate dioxygenase activity			IPR029068 (G3DSA:3.10.180.GENE3D); IPR005956 (TIGRFAM); IPR004360 (PFAM); IPR005956 (PIRSF); IPR029068 (G3DSA:3.10.180.GENE3D); IPR005956 (PANTHER); IPR037523 (PROSITE_PROFILES); IPR037523 (PROSITE_PROFILES); IPR041736 (CDD); IPR041735 (CDD); IPR029068 (SUPERFAMILY)	P:GO:0009072; F:GO:0003868; F:GO:0016701	P:aromatic amino acid family metabolic process; F:4-hydroxyphenylpyruvate dioxygenase activity; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
true	[INTERPRO, BLASTED, ANNOTATED]	3_73	WP_017304514.1	1122	1	3.88E-183	85.39	2	F:GO:0016614; F:GO:0046872	F:oxidoreductase activity, acting on CH-OH group of donors; F:metal ion binding			IPR001670 (PFAM); IPR016205 (PIRSF); G3DSA:1.20.1090.10 (GENE3D); G3DSA:3.40.50.1970 (GENE3D); PTHR43616:SF3 (PANTHER); IPR016205 (PANTHER); cd08550 (CDD); SSF56796 (SUPERFAMILY)	F:GO:0016491; F:GO:0016614; F:GO:0046872	F:oxidoreductase activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:metal ion binding
true	[INTERPRO, BLASTED]	3_74	GDY19725.1	477	1	7.97E-53	69.43						IPR008538 (PFAM); IPR012296 (G3DSA:3.90.1570.GENE3D); IPR008538 (CDD); IPR011335 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_75	NJK73563.1	483	1	1.27E-101	91.88	3	P:GO:0009767; F:GO:0045156; C:GO:0042651	P:photosynthetic electron transport chain; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity; C:thylakoid membrane			IPR005798 (PFAM); IPR005870 (TIGRFAM); IPR005870 (PIRSF); G3DSA:1.20.5.510 (GENE3D); G3DSA:1.10.287.980 (GENE3D); PTHR19271 (PANTHER); PTHR19271:SF22 (PANTHER); IPR005870 (HAMAP); IPR005798 (PROSITE_PROFILES); IPR005798 (CDD); IPR036150 (SUPERFAMILY)	P:GO:0009767; F:GO:0009055; F:GO:0016491; F:GO:0045156; C:GO:0016020; C:GO:0042651	P:photosynthetic electron transport chain; F:electron transfer activity; F:oxidoreductase activity; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity; C:membrane; C:thylakoid membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_76	WP_046279520.1	669	1	1.27E-145	95.05	3	P:GO:0022904; F:GO:0009055; C:GO:0016020	P:respiratory electron transport chain; F:electron transfer activity; C:membrane			PIRSF000032 (PIRSF); IPR005797 (PFAM); IPR027387 (G3DSA:1.20.810.GENE3D); IPR023530 (PTHR19271:PANTHER); PTHR19271 (PANTHER); IPR005797 (PROSITE_PROFILES); IPR023530 (HAMAP); IPR005797 (CDD); IPR016174 (SUPERFAMILY)	P:GO:0022904; F:GO:0009055; F:GO:0016491; C:GO:0016020	P:respiratory electron transport chain; F:electron transfer activity; F:oxidoreductase activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_77	WP_045358340.1	567	1	2.56E-71	81.4	8	P:GO:0008652; P:GO:0009073; P:GO:0009423; P:GO:0016310; F:GO:0000287; F:GO:0004765; F:GO:0005524; C:GO:0005737	P:cellular amino acid biosynthetic process; P:aromatic amino acid family biosynthetic process; P:chorismate biosynthetic process; P:phosphorylation; F:magnesium ion binding; F:shikimate kinase activity; F:ATP binding; C:cytoplasm	EC:2.7.1.71	Shikimate kinase	PR01100 (PRINTS); IPR031322 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR21087 (PANTHER); PTHR21087:SF16 (PANTHER); IPR000623 (HAMAP); IPR000623 (CDD); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	3_78		396									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_79	WP_167723486.1	591	1	8.82E-92	78.97	2	P:GO:0017009; F:GO:0016829	P:protein-phycocyanobilin linkage; F:lyase activity			IPR010404 (PFAM); IPR038672 (G3DSA:2.40.128.GENE3D); PTHR35137:SF1 (PANTHER); IPR010404 (PANTHER); IPR010404 (HAMAP); IPR010404 (CDD)	P:GO:0017009; F:GO:0016829	P:protein-phycocyanobilin linkage; F:lyase activity
true	[INTERPRO, BLASTED, ANNOTATED]	3_80	NCR25870.1	1134	1	2.24E-185	78.92	4	P:GO:0006207; F:GO:0004152; C:GO:0005737; C:GO:0016020	P:'de novo' pyrimidine nucleobase biosynthetic process; F:dihydroorotate dehydrogenase activity; C:cytoplasm; C:membrane			IPR005720 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR005719 (TIGRFAM); PTHR48109 (PANTHER); PTHR48109:SF4 (PANTHER); IPR005719 (HAMAP); IPR005719 (CDD); SSF51395 (SUPERFAMILY)	P:GO:0006207; F:GO:0003824; F:GO:0004152; F:GO:0016627; C:GO:0005737; C:GO:0016020	P:'de novo' pyrimidine nucleobase biosynthetic process; F:catalytic activity; F:dihydroorotate dehydrogenase activity; F:oxidoreductase activity, acting on the CH-CH group of donors; C:cytoplasm; C:membrane
true	[INTERPRO, BLASTED]	3_81	WP_099238572.1	252	1	1.54E-20	80.6						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	3_82	WP_015167999.1	2631	1	1.27E-81	56.03	4	P:GO:0007165; P:GO:0016310; F:GO:0000155; F:GO:0005515	P:signal transduction; P:phosphorylation; F:phosphorelay sensor kinase activity; F:protein binding			IPR004358 (PRINTS); IPR003018 (SMART); IPR001610 (SMART); IPR003594 (SMART); IPR003661 (SMART); IPR000014 (TIGRFAM); IPR029016 (G3DSA:3.30.450.GENE3D); G3DSA:1.10.287.130 (GENE3D); IPR003661 (PFAM); IPR003018 (PFAM); IPR003594 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); G3DSA:3.30.450.20 (GENE3D); IPR013655 (PFAM); PTHR43711 (PANTHER); IPR005467 (PROSITE_PROFILES); IPR000700 (PROSITE_PROFILES); IPR000014 (PROSITE_PROFILES); IPR003661 (CDD); IPR000014 (CDD); IPR036097 (SUPERFAMILY); IPR035965 (SUPERFAMILY); IPR036890 (SUPERFAMILY); SSF55781 (SUPERFAMILY)	P:GO:0007165; P:GO:0016310; F:GO:0000155; F:GO:0005515; F:GO:0016772	P:signal transduction; P:phosphorylation; F:phosphorelay sensor kinase activity; F:protein binding; F:transferase activity, transferring phosphorus-containing groups
true	[INTERPRO, BLASTED]	3_83	WP_102174483.1	393	1	7.72E-49	81.82						IPR001763 (SMART); IPR036873 (G3DSA:3.40.250.GENE3D); IPR001763 (PFAM); PTHR30401 (PANTHER); IPR001763 (PROSITE_PROFILES); IPR036873 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_84	MBF2002187.1	1284	1	4.74E-98	61.14	2	F:GO:0004867; C:GO:0005615	F:serine-type endopeptidase inhibitor activity; C:extracellular space			IPR023796 (SMART); IPR042178 (G3DSA:3.30.497.GENE3D); IPR042185 (G3DSA:2.30.39.GENE3D); IPR023796 (PFAM); IPR000215 (PANTHER); cd19588 (CDD); IPR036186 (SUPERFAMILY)	F:GO:0004867; C:GO:0005615	F:serine-type endopeptidase inhibitor activity; C:extracellular space
true	[INTERPRO, BLASTED]	3_85	WP_162422061.1	690	1	4.56E-84	82.44						IPR002898 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR30625:SF9 (PANTHER); PTHR30625 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_86	MBD1835862.1	675	1	5.21E-54	84.33	2	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity			IPR003400 (PFAM); G3DSA:3.30.420.270 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR003400 (PANTHER); PTHR30558:SF3 (PANTHER)	P:GO:0055085; F:GO:0022857	P:transmembrane transport; F:transmembrane transporter activity
true	[INTERPRO, BLASTED]	3_87	HAN72968.1	393	1	2.26E-18	60.94						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	3_88	WP_068512860.1	1251	1	1.97E-177	78.88						IPR002035 (SMART); IPR002035 (PFAM); IPR036465 (G3DSA:3.40.50.GENE3D); PTHR10579 (PANTHER); PTHR10579:SF129 (PANTHER); IPR002035 (PROSITE_PROFILES); IPR036465 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	3_89	WP_083617422.1	222	1	4.14E-21	76.39						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	3_90	WP_029632634.1	258	1	2.99E-51	91.76						IPR035093 (G3DSA:3.30.2310.GENE3D); IPR035093 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_91	WP_194072421.1	825	1	1.26E-60	64.84	1	F:GO:0005515	F:protein binding			IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR019734 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PF12895 (PFAM); PTHR44943 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	3_92	WP_082209874.1	939	1	5.47E-114	76.64	1	F:GO:0042301	F:phosphate ion binding			G3DSA:3.40.190.10 (GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR011862 (TIGRFAM); IPR024370 (PFAM); PTHR30570 (PANTHER); PTHR30570:SF1 (PANTHER); cd13654 (CDD); SSF53850 (SUPERFAMILY)	F:GO:0042301	F:phosphate ion binding
true	[INTERPRO, BLASTED, ANNOTATED]	3_93	MBL8476700.1	930	1	2.58E-132	82.78	4	P:GO:0006817; P:GO:0055085; F:GO:0005315; C:GO:0016021	P:phosphate ion transport; P:transmembrane transport; F:inorganic phosphate transmembrane transporter activity; C:integral component of membrane			IPR011864 (TIGRFAM); IPR000515 (PFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR42727 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0006817; P:GO:0055085; F:GO:0005315; C:GO:0016020; C:GO:0016021	P:phosphate ion transport; P:transmembrane transport; F:inorganic phosphate transmembrane transporter activity; C:membrane; C:integral component of membrane
true	[INTERPRO, BLASTED, ANNOTATED]	3_94	TDI76667.1	960	1	9.31E-133	78.68	3	P:GO:0035435; F:GO:0005315; C:GO:0005887	P:phosphate ion transmembrane transport; F:inorganic phosphate transmembrane transporter activity; C:integral component of plasma membrane			IPR000515 (PFAM); IPR005672 (TIGRFAM); IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR43470 (PANTHER); PTHR43470:SF5 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY)	P:GO:0035435; P:GO:0055085; F:GO:0005315; C:GO:0005887; C:GO:0016020	P:phosphate ion transmembrane transport; P:transmembrane transport; F:inorganic phosphate transmembrane transporter activity; C:integral component of plasma membrane; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	3_95	MBI3917429.1	798	1	3.64E-124	87.6	5	P:GO:0035435; F:GO:0005315; F:GO:0005524; F:GO:0015415; C:GO:0016020	P:phosphate ion transmembrane transport; F:inorganic phosphate transmembrane transporter activity; F:ATP binding; F:ATPase-coupled phosphate ion transmembrane transporter activity; C:membrane			IPR003593 (SMART); IPR005670 (TIGRFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR005670 (PANTHER); IPR015850 (PTHR43423:PANTHER); IPR003439 (PROSITE_PROFILES); IPR005670 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0006817; P:GO:0035435; F:GO:0005315; F:GO:0005524; F:GO:0015415; C:GO:0016020	P:phosphate ion transport; P:phosphate ion transmembrane transport; F:inorganic phosphate transmembrane transporter activity; F:ATP binding; F:ATPase-coupled phosphate ion transmembrane transporter activity; C:membrane
true	[INTERPRO, BLASTED]	3_96	WP_068382523.1	249	1	1.36E-30	86.36						IPR021495 (PFAM); PTHR36799:SF2 (PANTHER); IPR021495 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_97	WP_103136162.1	471	1	9.47E-75	80.77	2	P:GO:0006470; F:GO:0004725	P:protein dephosphorylation; F:protein tyrosine phosphatase activity			IPR017867 (PRINTS); IPR023485 (SMART); G3DSA:3.40.50.2300 (GENE3D); IPR023485 (PFAM); PTHR47439 (PANTHER); cd16343 (CDD); IPR036196 (SUPERFAMILY)	P:GO:0006470; F:GO:0004725	P:protein dephosphorylation; F:protein tyrosine phosphatase activity
true	[INTERPRO, BLASTED]	3_98	MBD2526941.1	945	1	3.8E-182	88.5						IPR029044 (G3DSA:3.90.550.GENE3D); IPR001173 (PFAM); PTHR43685:SF3 (PANTHER); PTHR43685 (PANTHER); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_99	NHC35669.1	798	1	4.71E-101	74.9	1	F:GO:0005515	F:protein binding			IPR011990 (G3DSA:1.25.40.GENE3D); PF13371 (PFAM); IPR032698 (PFAM); PTHR31350:SF11 (PANTHER); PTHR31350 (PANTHER); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	3_100	MBE9041802.1	558	1	7.05E-37	63.1	1	P:GO:0035556	P:intracellular signal transduction			IPR000591 (SMART); IPR000591 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR22829 (PANTHER); IPR000591 (PROSITE_PROFILES); cd04371 (CDD); IPR036390 (SUPERFAMILY)	P:GO:0035556	P:intracellular signal transduction
true	[INTERPRO, BLASTED]	3_101	TRT75070.1	1542	1	1.07E-260	83.87						IPR036188 (G3DSA:3.50.50.GENE3D); PTHR32098 (PANTHER); IPR036188 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_102	WP_144874742.1	627	1	9.96E-77	78.39	3	P:GO:0006233; F:GO:0004798; F:GO:0005524	P:dTDP biosynthetic process; F:thymidylate kinase activity; F:ATP binding			IPR039430 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR018094 (TIGRFAM); PTHR10344 (PANTHER); PTHR10344:SF4 (PANTHER); IPR018094 (HAMAP); cd01672 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0006233; F:GO:0004798; F:GO:0005524	P:dTDP biosynthetic process; F:thymidylate kinase activity; F:ATP binding
true	[INTERPRO, BLASTED]	3_103	MBD1215477.1	393	1	2.75E-54	83.19						IPR001129 (PFAM); IPR023352 (G3DSA:1.20.120.GENE3D); PTHR10250 (PANTHER); PTHR10250:SF15 (PANTHER); IPR023352 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	3_104	WP_053221632.1	210	1	1.98E-19	79.63						G3DSA:2.160.10.10 (GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	3_105	WP_149413916.1	474	1	2.04E-33	66.67	1	F:GO:0008080	F:N-acetyltransferase activity			G3DSA:3.40.630.30 (GENE3D); IPR000182 (PFAM); PTHR43877 (PANTHER); IPR000182 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY)	F:GO:0008080	F:N-acetyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	3_106	WP_019509170.1	1131	1	6.47E-193	88.1	5	P:GO:0006457; P:GO:0009408; F:GO:0005524; F:GO:0031072; F:GO:0051082	P:protein folding; P:response to heat; F:ATP binding; F:heat shock protein binding; F:unfolded protein binding			IPR001623 (PRINTS); IPR001623 (SMART); G3DSA:2.10.230.10 (GENE3D); G3DSA:2.60.260.20 (GENE3D); IPR002939 (PFAM); IPR036869 (G3DSA:1.10.287.GENE3D); IPR001305 (PFAM); G3DSA:2.60.260.20 (GENE3D); IPR001623 (PFAM); IPR012724 (TIGRFAM); PTHR43096:SF48 (PANTHER); PTHR43096 (PANTHER); IPR001623 (PROSITE_PROFILES); IPR001305 (PROSITE_PROFILES); IPR012724 (HAMAP); IPR001623 (CDD); cd10747 (CDD); IPR001305 (CDD); IPR008971 (SUPERFAMILY); IPR036869 (SUPERFAMILY); IPR008971 (SUPERFAMILY); IPR036410 (SUPERFAMILY)	P:GO:0006457; P:GO:0009408; F:GO:0005524; F:GO:0031072; F:GO:0051082	P:protein folding; P:response to heat; F:ATP binding; F:heat shock protein binding; F:unfolded protein binding
