"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"434","K02433","K02433","GO:0030956","glutamyl-tRNA(Gln) amidotransferase complex","CC"
"435","K02433","K02433","GO:0003824","catalytic activity","MF"
"436","K02433","K02433","GO:0016787","hydrolase activity","MF"
"437","K06147","K06147","GO:0055085","transmembrane transport","BP"
"438","K06147","K06147","GO:0005524","ATP binding","MF"
"439","K06147","K06147","GO:0016787","hydrolase activity","MF"
"440","K06147","K06147","GO:0140359","ABC-type transporter activity","MF"
"441","K06147","K06147","GO:0016021","integral component of membrane","CC"
"442","K06147","K06147","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"443","K03924","K03924","GO:0005524","ATP binding","MF"
"444","K03924","K03924","GO:0016887","ATPase activity","MF"
"445","K02703","K02703","GO:0009772","photosynthetic electron transport in photosystem II","BP"
"446","K02703","K02703","GO:0045156","electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity","MF"
"447","K02703","K02703","GO:0019684","photosynthesis, light reaction","BP"
"448","K02703","K02703","GO:0009055","electron transfer activity","MF"
"449","K10080","K10080","GO:0016020","membrane","CC"
"450","K10080","K10080","GO:0016021","integral component of membrane","CC"
"451","K15837","K15837","GO:0005515","protein binding","MF"
"452","K07015","K07015","GO:0016311","dephosphorylation","BP"
"453","K07015","K07015","GO:0008962","phosphatidylglycerophosphatase activity","MF"
"454","K19225","K19225","GO:0004252","serine-type endopeptidase activity","MF"
"455","K19225","K19225","GO:0016021","integral component of membrane","CC"
"456","K03292","K03292","GO:0016021","integral component of membrane","CC"
"457","K03292","K03292","GO:0008643","carbohydrate transport","BP"
"458","K03292","K03292","GO:0015293","symporter activity","MF"
"459","K03292","K03292","GO:0006814","sodium ion transport","BP"
"460","K19621","K19621","GO:0016021","integral component of membrane","CC"
"461","K05946","K05946","GO:0009058","biosynthetic process","BP"
"462","K05946","K05946","GO:0016740","transferase activity","MF"
"463","K01955","K01955","GO:0006526","arginine biosynthetic process","BP"
"464","K01955","K01955","GO:0044205","'de novo' UMP biosynthetic process","BP"
"465","K01955","K01955","GO:0004088","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","MF"
"466","K01955","K01955","GO:0005524","ATP binding","MF"
"467","K01955","K01955","GO:0046872","metal ion binding","MF"
"468","K01955","K01955","GO:0006807","nitrogen compound metabolic process","BP"
"469","K02437","K02437","GO:0016740","transferase activity","MF"
"470","K02437","K02437","GO:0019464","glycine decarboxylation via glycine cleavage system","BP"
"471","K02437","K02437","GO:0005960","glycine cleavage complex","CC"
"472","K09555","K09555","GO:0004821","histidine-tRNA ligase activity","MF"
"473","K00927","K00927","GO:0006096","glycolytic process","BP"
"474","K00927","K00927","GO:0004618","phosphoglycerate kinase activity","MF"
"475","K00927","K00927","GO:0005524","ATP binding","MF"
"476","K00927","K00927","GO:0005737","cytoplasm","CC"
"477","K17246","K17246","GO:0055085","transmembrane transport","BP"
"478","K17246","K17246","GO:0016020","membrane","CC"
"479","K03786","K03786","GO:0003855","3-dehydroquinate dehydratase activity","MF"
"480","K16881","K16881","GO:0005975","carbohydrate metabolic process","BP"
"481","K16881","K16881","GO:0009058","biosynthetic process","BP"
"482","K16881","K16881","GO:0016779","nucleotidyltransferase activity","MF"
"483","K16881","K16881","GO:0016868","intramolecular transferase activity, phosphotransferases","MF"
"484","K16881","K16881","GO:0071704","organic substance metabolic process","BP"
"485","K16881","K16881","GO:0006011","UDP-glucose metabolic process","BP"
"486","K16881","K16881","GO:0000287","magnesium ion binding","MF"
"487","K16881","K16881","GO:0002134","UTP binding","MF"
"488","K16881","K16881","GO:0003983","UTP:glucose-1-phosphate uridylyltransferase activity","MF"
"489","K05685","K05685","GO:0005524","ATP binding","MF"
"490","K05685","K05685","GO:0016020","membrane","CC"
"491","K03688","K03688","GO:0006468","protein phosphorylation","BP"
"492","K03688","K03688","GO:0004672","protein kinase activity","MF"
"493","K03688","K03688","GO:0005524","ATP binding","MF"
"494","K03688","K03688","GO:0016021","integral component of membrane","CC"
"495","K03688","K03688","GO:0004497","monooxygenase activity","MF"
"496","K03688","K03688","GO:0016020","membrane","CC"
"497","K02503","K02503","GO:0003824","catalytic activity","MF"
"498","K00284","K00284","GO:0006537","glutamate biosynthetic process","BP"
"499","K00284","K00284","GO:0015930","glutamate synthase activity","MF"
"500","K00284","K00284","GO:0006807","nitrogen compound metabolic process","BP"
"501","K00284","K00284","GO:0003824","catalytic activity","MF"
"502","K00284","K00284","GO:0016491","oxidoreductase activity","MF"
"503","K00284","K00284","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","MF"
"504","K15773","K15773","GO:0003677","DNA binding","MF"
"505","K00383","K00383","GO:0006749","glutathione metabolic process","BP"
"506","K00383","K00383","GO:0045454","cell redox homeostasis","BP"
"507","K00383","K00383","GO:0098869","cellular oxidant detoxification","BP"
"508","K00383","K00383","GO:0004362","glutathione-disulfide reductase activity","MF"
"509","K00383","K00383","GO:0050660","flavin adenine dinucleotide binding","MF"
"510","K00383","K00383","GO:0050661","NADP binding","MF"
"511","K00383","K00383","GO:0016491","oxidoreductase activity","MF"
"512","K02294","K02294","GO:0006629","lipid metabolic process","BP"
"513","K21023","K21023","GO:0000160","phosphorelay signal transduction system","BP"
"514","K21023","K21023","GO:0005515","protein binding","MF"
"515","K21023","K21023","GO:0006355","regulation of transcription, DNA-templated","BP"
"516","K01652","K01652","GO:0009082","branched-chain amino acid biosynthetic process","BP"
"517","K01652","K01652","GO:0000287","magnesium ion binding","MF"
"518","K01652","K01652","GO:0003984","acetolactate synthase activity","MF"
"519","K01652","K01652","GO:0030976","thiamine pyrophosphate binding","MF"
"520","K01652","K01652","GO:0050660","flavin adenine dinucleotide binding","MF"
"521","K01652","K01652","GO:0003824","catalytic activity","MF"
"522","K00615","K00615","GO:0004802","transketolase activity","MF"
"523","K00615","K00615","GO:0003824","catalytic activity","MF"
"524","K02563","K02563","GO:0005975","carbohydrate metabolic process","BP"
"525","K02563","K02563","GO:0007049","cell cycle","BP"
"526","K02563","K02563","GO:0008360","regulation of cell shape","BP"
"527","K02563","K02563","GO:0030259","lipid glycosylation","BP"
"528","K02563","K02563","GO:0051301","cell division","BP"
"529","K02563","K02563","GO:0071555","cell wall organization","BP"
"530","K02563","K02563","GO:0050511","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity","MF"
"531","K02563","K02563","GO:0051991","UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity","MF"
"532","K02563","K02563","GO:0005886","plasma membrane","CC"
"533","K02563","K02563","GO:0016758","transferase activity, transferring hexosyl groups","MF"
"534","K02563","K02563","GO:0009252","peptidoglycan biosynthetic process","BP"
"535","K06946","K06946","GO:0005525","GTP binding","MF"
"536","K06946","K06946","GO:0016021","integral component of membrane","CC"
"537","K06946","K06946","GO:0000166","nucleotide binding","MF"
"538","K06946","K06946","GO:0003924","GTPase activity","MF"
"539","K22129","K22129","GO:0005975","carbohydrate metabolic process","BP"
"540","K22129","K22129","GO:0016310","phosphorylation","BP"
"541","K22129","K22129","GO:0005524","ATP binding","MF"
"542","K22129","K22129","GO:0016301","kinase activity","MF"
"543","K02887","K02887","GO:0006412","translation","BP"
"544","K02887","K02887","GO:0003735","structural constituent of ribosome","MF"
"545","K02887","K02887","GO:0019843","rRNA binding","MF"
"546","K02887","K02887","GO:0005840","ribosome","CC"
"547","K02916","K02916","GO:0006412","translation","BP"
"548","K02916","K02916","GO:0003735","structural constituent of ribosome","MF"
"549","K02916","K02916","GO:0005840","ribosome","CC"
"550","K00986","K00986","GO:0006278","RNA-dependent DNA biosynthetic process","BP"
"551","K00986","K00986","GO:0090305","nucleic acid phosphodiester bond hydrolysis","BP"
"552","K00986","K00986","GO:0003676","nucleic acid binding","MF"
"553","K00986","K00986","GO:0003964","RNA-directed DNA polymerase activity","MF"
"554","K00986","K00986","GO:0004519","endonuclease activity","MF"
"555","K00986","K00986","GO:0090304","nucleic acid metabolic process","BP"
"556","K00986","K00986","GO:0003824","catalytic activity","MF"
"557","K02479","K02479","GO:0000160","phosphorelay signal transduction system","BP"
"558","K02479","K02479","GO:0006355","regulation of transcription, DNA-templated","BP"
"559","K02479","K02479","GO:0003677","DNA binding","MF"
"560","K10716","K10716","GO:0006813","potassium ion transport","BP"
"561","K10716","K10716","GO:0098655","cation transmembrane transport","BP"
"562","K10716","K10716","GO:0008324","cation transmembrane transporter activity","MF"
"563","K10716","K10716","GO:0016021","integral component of membrane","CC"
"564","K10716","K10716","GO:0005249","voltage-gated potassium channel activity","MF"
"565","K10716","K10716","GO:0008076","voltage-gated potassium channel complex","CC"
"566","K10716","K10716","GO:0016020","membrane","CC"
"567","K11472","K11472","GO:0016491","oxidoreductase activity","MF"
"568","K11472","K11472","GO:0071949","FAD binding","MF"
"569","K11472","K11472","GO:0003824","catalytic activity","MF"
"570","K11472","K11472","GO:0050660","flavin adenine dinucleotide binding","MF"
"571","K11473","K11473","GO:0051536","iron-sulfur cluster binding","MF"
"572","K15738","K15738","GO:0003677","DNA binding","MF"
"573","K15738","K15738","GO:0005524","ATP binding","MF"
"574","K07636","K07636","GO:0007165","signal transduction","BP"
"575","K07636","K07636","GO:0016310","phosphorylation","BP"
"576","K07636","K07636","GO:0000155","phosphorelay sensor kinase activity","MF"
"577","K07636","K07636","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"578","K07636","K07636","GO:0005515","protein binding","MF"
"579","K07636","K07636","GO:0000160","phosphorelay signal transduction system","BP"
"580","K00104","K00104","GO:0005515","protein binding","MF"
"581","K00104","K00104","GO:0016491","oxidoreductase activity","MF"
"582","K00104","K00104","GO:0071949","FAD binding","MF"
"583","K00104","K00104","GO:0003824","catalytic activity","MF"
"584","K00104","K00104","GO:0050660","flavin adenine dinucleotide binding","MF"
"585","K00104","K00104","GO:0003973","(S)-2-hydroxy-acid oxidase activity","MF"
"586","K00104","K00104","GO:0009339","glycolate oxidase complex","CC"
"587","K00104","K00104","GO:0008891","glycolate oxidase activity","MF"
"588","K06997","K06997","GO:0030170","pyridoxal phosphate binding","MF"
"589","K11780","K11780","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF"
"590","K11780","K11780","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"591","K11780","K11780","GO:0003824","catalytic activity","MF"
"592","K11780","K11780","GO:0051536","iron-sulfur cluster binding","MF"
"593","K15977","K15977","GO:0016020","membrane","CC"
"594","K15977","K15977","GO:0016021","integral component of membrane","CC"
"595","K10680","K10680","GO:0010181","FMN binding","MF"
"596","K10680","K10680","GO:0016491","oxidoreductase activity","MF"
"597","K10680","K10680","GO:0003824","catalytic activity","MF"
"598","K07778","K07778","GO:0016020","membrane","CC"
"599","K07778","K07778","GO:0016021","integral component of membrane","CC"
"600","K16164","K16164","GO:0003824","catalytic activity","MF"
"601","K02990","K02990","GO:0006412","translation","BP"
"602","K02990","K02990","GO:0003735","structural constituent of ribosome","MF"
"603","K02990","K02990","GO:0019843","rRNA binding","MF"
"604","K02990","K02990","GO:0005840","ribosome","CC"
"605","K06941","K06941","GO:0030488","tRNA methylation","BP"
"606","K06941","K06941","GO:0070475","rRNA base methylation","BP"
"607","K06941","K06941","GO:0008173","RNA methyltransferase activity","MF"
"608","K06941","K06941","GO:0051536","iron-sulfur cluster binding","MF"
"609","K06941","K06941","GO:0006364","rRNA processing","BP"
"610","K06941","K06941","GO:0003824","catalytic activity","MF"
"611","K06460","K06460","GO:0016020","membrane","CC"
"612","K06460","K06460","GO:0016021","integral component of membrane","CC"
"613","K18534","K18534","GO:0032259","methylation","BP"
"614","K18534","K18534","GO:0008168","methyltransferase activity","MF"
"615","K00480","K00480","GO:0071949","FAD binding","MF"
"616","K01062","K01062","GO:0016042","lipid catabolic process","BP"
"617","K01062","K01062","GO:0003847","1-alkyl-2-acetylglycerophosphocholine esterase activity","MF"
"618","K03216","K03216","GO:0030488","tRNA methylation","BP"
"619","K03216","K03216","GO:0003723","RNA binding","MF"
"620","K03216","K03216","GO:0008175","tRNA methyltransferase activity","MF"
"621","K03216","K03216","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","MF"
"622","K03216","K03216","GO:0005737","cytoplasm","CC"
"623","K03216","K03216","GO:0001510","RNA methylation","BP"
"624","K03216","K03216","GO:0006396","RNA processing","BP"
"625","K03216","K03216","GO:0008168","methyltransferase activity","MF"
"626","K03216","K03216","GO:0008173","RNA methyltransferase activity","MF"
"627","K06048","K06048","GO:0042398","cellular modified amino acid biosynthetic process","BP"
"628","K06048","K06048","GO:0004357","glutamate-cysteine ligase activity","MF"
"629","K06048","K06048","GO:0003824","catalytic activity","MF"
"630","K06373","K06373","GO:0016020","membrane","CC"
"631","K06373","K06373","GO:0016021","integral component of membrane","CC"
"632","K00754","K00754","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"633","K05378","K05378","GO:0015979","photosynthesis","BP"
"634","K05378","K05378","GO:0030089","phycobilisome","CC"
